エンティティ物理名,エンティティ論理名,項目順序,エンティティ項目物理名,エンティティ項目論理名,外部キーフラグ,NotNullフラグ,デフォルト値,コンディション物理名,コンディション論理名,備考,登録担当者,登録日付,更新担当者,更新時間
"XM_BASE","マスタベース（新規作成用ベース)","1","X_INS_DATETIME","共通_作成_日時","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","2","X_INS_USER_ID","共通_作成_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","3","X_INS_CLIENT_IP","共通_作成_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","4","X_INS_APSERVER_IP","共通_作成_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","5","X_INS_PG_ID","共通_作成_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","6","D_UPD_DATETIME","画面_更新_日時","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","7","D_UPD_USER_ID","画面_更新_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","8","D_UPD_CLIENT_IP","画面_更新_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","9","D_UPD_APSERVER_IP","画面_更新_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","10","D_UPD_PG_ID","画面_更新_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","11","B_UPD_DATETIME","バッチ_更新_日時","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","12","B_UPD_USER_ID","バッチ_更新_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","13","B_UPD_CLIENT_IP","バッチ_更新_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","14","B_UPD_APSERVER_IP","バッチ_更新_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"XM_BASE","マスタベース（新規作成用ベース)","15","B_UPD_PG_ID","バッチ_更新_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 14:13:45","fsol09","2009/03/23 15:09:39"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","1","LOCATION_CD","ロケーション_コード","true","true","","","","自販機設置場所を一意にするコード","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","2","REBATE_MEI_NO","リベート_明細_番号","false","true","","","","ロケーションコードに紐付くリベート支払い条件を一意にする枝番","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","3","BAIKA_SETTEI_KINGAKU","売価_設定_金額","false","true","","","","売価詳細を設定する際の金額","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","4","TEKIYOU_START_BI","適用_開始_日","false","true","","","","当該レコードの有効になる日付","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","5","TEKIYOU_END_BI","適用_終了_日","false","true","","","","当該レコードの無効になる日付","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","6","TEIRITU","定率","false","true","","","","リベート時の支払条件とする固定の率（％）","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","7","HATARI_KINGAKU","本当り_金額","false","true","","","","リベート時の支払条件とする本数あたりの金額","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","8","DEL_KBN","削除_区分","false","true","","COD_DEL_KBN01","削除区分01","0:有効 1:無効","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","9","X_INS_DATETIME","共通_作成_日時","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","10","X_INS_USER_ID","共通_作成_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","11","X_INS_CLIENT_IP","共通_作成_クライアント_ＩＰ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","12","X_INS_APSERVER_IP","共通_作成_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","13","X_INS_PG_ID","共通_作成_プログラム_ＩＤ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","14","D_UPD_DATETIME","画面_更新_日時","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","15","D_UPD_USER_ID","画面_更新_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","16","D_UPD_CLIENT_IP","画面_更新_クライアント_ＩＰ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","17","D_UPD_APSERVER_IP","画面_更新_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","18","D_UPD_PG_ID","画面_更新_プログラム_ＩＤ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","19","B_UPD_DATETIME","バッチ_更新_日時","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","20","B_UPD_USER_ID","バッチ_更新_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","21","B_UPD_CLIENT_IP","バッチ_更新_クライアント_ＩＰ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","22","B_UPD_APSERVER_IP","バッチ_更新_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI","売価詳細マスタ","23","B_UPD_PG_ID","バッチ_更新_プログラム_ＩＤ","false","false","","","","","lpa02","2008/05/28 18:31:13","fsol14","2009/12/22 09:46:55"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","1","SEQ_NO","順序_番号","false","true","","","","マスタメンテを実施した通番","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","2","SYORI_KBN","処理_区分","false","true","","COD_SYORI_KBN07","処理区分07","1:新規 2:変更 3:削除","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","3","LOCATION_CD","ロケーション_コード","true","true","","","","自販機設置場所を一意にするコード","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","4","REBATE_MEI_NO","リベート_明細_番号","false","true","","","","ロケーションコードに紐付くリベート支払い条件を一意にする枝番","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","5","BAIKA_SETTEI_KINGAKU","売価_設定_金額","false","true","","","","売価詳細を設定する際の金額","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","6","TEKIYOU_START_BI","適用_開始_日","false","true","","","","当該レコードの有効になる日付","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","7","TEKIYOU_END_BI","適用_終了_日","false","true","","","","当該レコードの無効になる日付","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","8","TEIRITU","定率","false","true","","","","リベート時の支払条件とする固定の率（％）","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","9","HATARI_KINGAKU","本当り_金額","false","true","","","","リベート時の支払条件とする本数あたりの金額","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","10","DEL_KBN","削除_区分","false","true","","COD_DEL_KBN01","削除区分01","0:有効 1:無効","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","11","X_INS_DATETIME","共通_作成_日時","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","12","X_INS_USER_ID","共通_作成_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","13","X_INS_CLIENT_IP","共通_作成_クライアント_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","14","X_INS_APSERVER_IP","共通_作成_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","15","X_INS_PG_ID","共通_作成_プログラム_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","16","D_UPD_DATETIME","画面_更新_日時","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","17","D_UPD_USER_ID","画面_更新_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","18","D_UPD_CLIENT_IP","画面_更新_クライアント_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","19","D_UPD_APSERVER_IP","画面_更新_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","20","D_UPD_PG_ID","画面_更新_プログラム_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","21","B_UPD_DATETIME","バッチ_更新_日時","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","22","B_UPD_USER_ID","バッチ_更新_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","23","B_UPD_CLIENT_IP","バッチ_更新_クライアント_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","24","B_UPD_APSERVER_IP","バッチ_更新_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_LOG","売価詳細マスタ_ログ","25","B_UPD_PG_ID","バッチ_更新_プログラム_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:49:07","lpa02","2008/12/09 16:39:34"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","1","LOCATION_CD","ロケーション_コード","true","true","","","","自販機設置場所を一意にするコード","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","2","REBATE_MEI_NO","リベート_明細_番号","false","true","","","","ロケーションコードに紐付くリベート支払い条件を一意にする枝番","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","3","BAIKA_SETTEI_KINGAKU","売価_設定_金額","false","true","","","","売価詳細を設定する際の金額","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","4","TEKIYOU_START_BI","適用_開始_日","false","true","","","","当該レコードの有効になる日付","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","5","TEKIYOU_END_BI","適用_終了_日","false","true","","","","当該レコードの無効になる日付","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","6","TEIRITU","定率","false","true","","","","リベート時の支払条件とする固定の率（％）","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","7","HATARI_KINGAKU","本当り_金額","false","true","","","","リベート時の支払条件とする本数あたりの金額","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","8","DEL_KBN","削除_区分","false","true","","COD_DEL_KBN01","削除区分01","0:有効 1:無効","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","9","X_INS_DATETIME","共通_作成_日時","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","10","X_INS_USER_ID","共通_作成_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","11","X_INS_CLIENT_IP","共通_作成_クライアント_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","12","X_INS_APSERVER_IP","共通_作成_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","13","X_INS_PG_ID","共通_作成_プログラム_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","14","D_UPD_DATETIME","画面_更新_日時","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","15","D_UPD_USER_ID","画面_更新_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","16","D_UPD_CLIENT_IP","画面_更新_クライアント_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","17","D_UPD_APSERVER_IP","画面_更新_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","18","D_UPD_PG_ID","画面_更新_プログラム_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","19","B_UPD_DATETIME","バッチ_更新_日時","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","20","B_UPD_USER_ID","バッチ_更新_ユーザ_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","21","B_UPD_CLIENT_IP","バッチ_更新_クライアント_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","22","B_UPD_APSERVER_IP","バッチ_更新_アプリサーバ_ＩＰ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAIKA_SYOUSAI_PST","売価詳細マスタ_過去","23","B_UPD_PG_ID","バッチ_更新_プログラム_ＩＤ","false","false","","","","","lpa02","2008/07/15 15:50:43","fsol14","2009/12/22 09:49:20"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","1","YMD","年月日","false","true","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","2","YOUBI","曜日","false","false","","","","1:月 2:火 3:水 4:木 5:金 6:土 7:日","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","3","KADOU_KBN","稼働_区分","false","true","","","","0:通常日 1:メンテナンス日","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","4","X_INS_DATETIME","共通_作成_日時","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","5","X_INS_USER_ID","共通_作成_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","6","X_INS_CLIENT_IP","共通_作成_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","7","X_INS_APSERVER_IP","共通_作成_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","8","X_INS_PG_ID","共通_作成_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","9","D_UPD_DATETIME","画面_更新_日時","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","10","D_UPD_USER_ID","画面_更新_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","11","D_UPD_CLIENT_IP","画面_更新_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","12","D_UPD_APSERVER_IP","画面_更新_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","13","D_UPD_PG_ID","画面_更新_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","14","B_UPD_DATETIME","バッチ_更新_日時","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","15","B_UPD_USER_ID","バッチ_更新_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","16","B_UPD_CLIENT_IP","バッチ_更新_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","17","B_UPD_APSERVER_IP","バッチ_更新_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CALENDAR","バッチカレンダマスタ","18","B_UPD_PG_ID","バッチ_更新_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:15:12","fsol09","2009/03/24 17:26:50"
"ZM_BAT_CONTROL","バッチコントロールマスタ","1","SYUBETU_CD","種別_コード","false","true","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","2","KBN_1","区分_１","false","true","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","3","KBN_2","区分_２","false","true","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","4","SUTI_1","数値_１","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","5","SUTI_2","数値_２","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","6","MOZI_1","文字_１","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","7","MOZI_2","文字_２","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","8","BATCH_BIKOU","バッチ_備考","false","false","","","","使用用途、説明を記述","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","9","DEL_KBN","削除_区分","false","true","","","","0:有効 1:無効","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","10","X_INS_DATETIME","共通_作成_日時","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","11","X_INS_USER_ID","共通_作成_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","12","X_INS_CLIENT_IP","共通_作成_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","13","X_INS_APSERVER_IP","共通_作成_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","14","X_INS_PG_ID","共通_作成_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","15","D_UPD_DATETIME","画面_更新_日時","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","16","D_UPD_USER_ID","画面_更新_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","17","D_UPD_CLIENT_IP","画面_更新_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","18","D_UPD_APSERVER_IP","画面_更新_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","19","D_UPD_PG_ID","画面_更新_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","20","B_UPD_DATETIME","バッチ_更新_日時","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","21","B_UPD_USER_ID","バッチ_更新_ユーザ_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","22","B_UPD_CLIENT_IP","バッチ_更新_クライアント_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","23","B_UPD_APSERVER_IP","バッチ_更新_アプリサーバ_ＩＰ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
"ZM_BAT_CONTROL","バッチコントロールマスタ","24","B_UPD_PG_ID","バッチ_更新_プログラム_ＩＤ","false","false","","","","","fsol10","2008/07/15 10:25:11","fsol10","2009/01/22 18:30:38"
